"","X","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","binned","stars"
"891",91206,"US","A beautiful Cabernet from this old vineyard, famous in the 1980s for Merlot, which comprises a small amount of the blend. The wine shows the brisk tannins Three Palms is known for, but they're finely-grained, making the wine drinkable now. The flavors are ripe, ranging from blackberry jam and cherry pie to mocha. Drink now–2017.","Three Palms Vineyard",92,75,"California","Napa Valley","Napa",NA,NA,"Provenance Vineyards 2010 Three Palms Vineyard Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Provenance Vineyards","3",3
"892",46955,"Chile","A note of apple is the most identifiable aroma on the fresh nose. The palate is clean and lean, with lemon, orange, nectarine and mildly bitter, pithy flavors. Racy and not at all oaky on the finish.","Reserve",85,12,"Maipo Valley",NA,NA,"Michael Schachner","@wineschach","Tres Palacios 2011 Reserve Chardonnay (Maipo Valley)","Chardonnay","Tres Palacios","1",1.25
"893",22546,"France","Exotic hints of passion fruit play among fresh flavors of citrus as well as riper, juicier stone fruit for a balanced, easy wine. The finish is off dry, but totally moreish. Enjoy soon while the fruit notes are in their prime.","Les Princes Abbés",89,23,"Alsace","Alsace",NA,"Anne Krebiehl MW","@AnneInVino","Domaines Schlumberger 2014 Les Princes Abbés Gewurztraminer (Alsace)","Gewürztraminer","Domaines Schlumberger","2",2.25
"894",27689,"Italy","Santo is a creamy Moscato d'Asti with ripe fruit aromas of yellow rose, honey and apricot. The wine shows a thick, bold style ,with an off-gold color and plenty of sweetness on the sticky finish.","Santo",85,10,"Piedmont","Moscato d'Asti",NA,NA,NA,"Santero 2011 Santo  (Moscato d'Asti)","Moscato","Santero","1",1.25
"895",97383,"US","Here's a round and fruity, ready-right-now Pinot Noir, anchored in strawberry fruit and lightly dusted with coffee grounds. The finish turns a bit stiff and stemmy.",NA,87,21,"Oregon","Willamette Valley","Willamette Valley","Paul Gregutt","@paulgwine ","Walnut City WineWorks 2012 Pinot Noir (Willamette Valley)","Pinot Noir","Walnut City WineWorks","2",1.75
"896",63207,"Portugal","A big bruiser of a wine that hits you with its big, rich fist of blackberry fruits and sweetness. Maybe it is not elegant, but there is no denying the force behind this wine, the spice to go with the velvet texture.",NA,87,19,"Alentejano",NA,NA,"Roger Voss","@vossroger","Herdade do Esporão 2005 Syrah (Alentejano)","Syrah","Herdade do Esporão","2",1.75
"897",106971,"Germany","Ripe on the attack, with flavors of fleshy, yellow stone fruit and marmalade, this voluptuous yet dry Riesling is balanced, with layers of crushed stone and slate-driven minerality. Tart, citrusy acidity sends a sunny shockwave to your senses.","Westhofen Morstein GG Trocken",92,100,"Rheinhessen",NA,NA,"Anna Lee C. Iijima",NA,"Wittmann 2010 Westhofen Morstein GG Trocken Riesling (Rheinhessen)","Riesling","Wittmann","3",3
"898",123642,"US","A gentle, easy to drink Pinot, with pleasantly complex flavors of raspberry and cherry pie filling and new oak. The alcohol is high, making for a burn that might offend Pinot purists. But most fans will appreciate its sheer deliciousness. Drink now.","Windsor Oaks Vineyard",87,50,"California","Russian River Valley","Sonoma",NA,NA,"Pali 2010 Windsor Oaks Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Pali","2",1.75
"899",9054,"US","This cuvée offers a classic mix of rose petals, black cherry and cola. It's lively, fruity and light on its feet. Delicate touches of herb, pinpoint acidity, a hint of lime and perfect balance keep it satisfying through an extended finish.","Dundee Hills",91,45,"Oregon","Dundee Hills","Willamette Valley","Paul Gregutt","@paulgwine ","Sokol Blosser 2010 Dundee Hills Pinot Noir (Dundee Hills)","Pinot Noir","Sokol Blosser","3",2.75
"900",62081,"US","A good, rich, dry bubbly, with a creamy, leesy taste and long finish. The flavors of figgy vanilla and praline are unusual for a bubbly, but nonetheless are delicious.","Stelline di Moscato",87,18,"California","Santa Barbara County","Central Coast",NA,NA,"Mosby NV Stelline di Moscato Orange Muscat (Santa Barbara County)","Orange Muscat","Mosby","2",1.75
"901",129591,NA,"A blend of 60% Syrah, 30% Cabernet Sauvignon and 10% Merlot, this inky garnet-colored wine offers aromas of cassis and elderberry. On the palate, there is a combination of cooked fruit and cool spice flavors yet there is no lack of accompanying acidity. Flavors of cassis, elderberry, anise, orange peel and vanilla are backed by silky tannins that stay smooth into the cooling finish.","Shah",90,30,NA,NA,NA,"Mike DeSimone","@worldwineguys","Büyülübağ 2012 Shah Red","Red Blend","Büyülübağ","3",2.5
"902",110377,"Australia","This style of Barossa Semillon is a far cry from that practiced in the Hunter Valley. This version is medium to full bodied, with waxy, pineapple notes and a crisp, linear finish that features just a hint of honey. Drink now.","Woodcutter's",89,18,"South Australia","Barossa Valley",NA,"Joe Czerwinski","@JoeCz","Torbreck 2013 Woodcutter's Semillon (Barossa Valley)","Sémillon","Torbreck","2",2.25
"903",45323,"Italy","This has violet, black-skinned berry and herb aromas. The bright, savory palate offers juicy raspberry, star anise and clove flavors alongside velvety tannins and refreshing acidity. Enjoy through 2020.",NA,88,16,"Piedmont","Barbera d'Asti",NA,"Kerin O’Keefe","@kerinokeefe","Podere dei Brichhi Astigiani 2015  Barbera d'Asti","Barbera","Podere dei Brichhi Astigiani","2",2
"904",126287,"Portugal","This crisp, lemon-scented wine has a light texture and the freshest fruit. It comes with apricot and apple flavors. It is lively and bright and ready to drink.",NA,84,11,"Tejo",NA,NA,"Roger Voss","@vossroger","Quinta da Alorna 2015 White (Tejo)","Portuguese White","Quinta da Alorna","1",1
"905",70298,"US","Reserved on the nose, with tight citrus blossom and a wet stone minerality, this blend of Roussanne and Viognier by the Paso-residing French couple Guillaume and Solène Fabre will drink fresh for years to come. The palate is framed by pithy tension, with flavors of apple skin, pear flesh and a tingle of acidity deep into the finish. Drink 2017–2030.","Hommage Blanc",90,60,"California","Paso Robles","Central Coast","Matt Kettmann","@mattkettmann","Clos Solène 2014 Hommage Blanc White (Paso Robles)","Rhône-style White Blend","Clos Solène","3",2.5
"906",22059,"France","Ripe and smooth, this rich wine has enough fruitiness and acidity to give a crisper edge, although it is more about a warm, spicy character. Drink now.",NA,85,20,"Burgundy","Saint-Véran",NA,"Roger Voss","@vossroger","Domaine de la Denante 2014  Saint-Véran","Chardonnay","Domaine de la Denante","1",1.25
"907",109034,"Italy","This is a new kitchen-sink offering from Banfi, featuring Cabernet, Merlot, Sangiovese and Syrah. It goes full bore on the red fruit and oak, with spicy berry aromas and cherry flavors. The tannins are pretty hard, and with ample acids, this young wine currently starches the cheeks. But in three years it should become a good to very good table wine.","Cum Laude",87,35,"Tuscany","Sant'Antimo",NA,"Michael Schachner","@wineschach","Castello Banfi 1999 Cum Laude Sangiovese (Sant'Antimo)","Sangiovese","Castello Banfi","2",1.75
"908",59261,"US","This medium-bodied Chardonnay has big aromas and flavors. It smells like toasted oak and pineapple, and tastes buttery and appley, with extra baking spice flavors and a smooth texture.","Old Soul",86,14,"California","Lodi","Central Valley","Jim Gordon","@gordone_cellars","Oak Ridge 2015 Old Soul Chardonnay (Lodi)","Chardonnay","Oak Ridge","1",1.5
"909",29577,"Australia","Fruit on the palate is yellow but flat; you'll find more yellow fruit on the nose, where it shows a little more life. Finishes with some chalk and herb.","Lightly Wooded",82,18,"South Australia","Southern Fleurieu",NA,NA,NA,"Mt. Jagged 2001 Lightly Wooded Chardonnay (Southern Fleurieu)","Chardonnay","Mt. Jagged","0",0.5
"910",8726,"Italy","A blend of 50% Merlot and 50% Cabernet, this delivers sassy aromas of leather and cinnamon, with ripe, pulpy fruit. There's a touch of cherry that gives the wine a soft, velvety finish.","Elcione",87,18,"Central Italy","Umbria",NA,NA,NA,"Tenuta Vitalonga 2010 Elcione Red (Umbria)","Red Blend","Tenuta Vitalonga","2",1.75
"911",93040,"US","Ripe and full-bodied in pineapple, lemon, pear and green apple flavors, this Chardonnay also shows a good coating of oak, as well as a blast of acidity. It's not terribly complicated, but clean and brisk, and the price isn't bad.",NA,87,20,"California","Anderson Valley",NA,NA,NA,"Handley 2009 Chardonnay (Anderson Valley)","Chardonnay","Handley","2",1.75
"912",86797,"US","The winery mentions neutral oak barrels, though the immediate aromatic impression is still on the toasty/oaky side. The fruit comes up more slowly, along with residual CO2 that gives a spritzy mouthfeel. Yeasty, light and tart, with green apples the strongest fruit flavor.",NA,86,22,"Oregon","Columbia Valley (OR)","Oregon Other","Paul Gregutt","@paulgwine ","Cathedral Ridge 2008 Chardonnay (Columbia Valley (OR))","Chardonnay","Cathedral Ridge","1",1.5
"913",41491,"US","The grapes come from the Chicken Dinner vineyard, which says it all. Pop this tart, tangy wine, with its Zin-like red berry flavors and hints of white pepper, and bring on the fried chicken. —P.G.","Winemaker's Series",86,10,"Idaho","Idaho",NA,"Paul Gregutt","@paulgwine ","Ste. Chapelle 2000 Winemaker's Series Syrah (Idaho)","Syrah","Ste. Chapelle","1",1.5
"914",28639,"US","An awesome Pinot Noir—it's hard to find words to describe its beauty. It's bone dry and rich in stimulating acidity, and the cherry and raspberry fruit flavors have an earthy, mushroomy quality that grounds the wine and gives it a real sense of terroir. Shows the fleshy attractions of the amazing '07 vintage, with an undisputed capacity to age. Now–2017, at least.","Trenton Estate Vineyard",97,52,"California","Russian River Valley","Sonoma",NA,NA,"Joseph Swan Vineyards 2007 Trenton Estate Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards","5",4.25
"915",71353,"France","With a high proportion of Pinot Meunier in the blend, this is ripe, warm and accessible. Fresh apple and ripe pear flavors are cut by grapefruit acidity. The texture is soft, ripe and very ready to drink.","Grande Réserve Brut",87,30,"Champagne","Champagne",NA,"Roger Voss","@vossroger","Baron-Fuenté NV Grande Réserve Brut  (Champagne)","Champagne Blend","Baron-Fuenté","2",1.75
"916",32639,"Italy","This wine offers a distinctive nose with very noticeable aromas of ripe pear backed by white stone, yellow rose and almond skin. Made from the little-known Mantonico grape from the Lamezia Terme area of Calabria, it has personality and is genuine and compact without being one-dimensional.","Mantonico",87,NA,"Southern Italy","Calabria",NA,NA,NA,"Statti 2006 Mantonico Mantonico (Calabria)","Mantonico","Statti","2",1.75
"917",16551,"Spain","Abnormal by white wine standards, with oily aromas of smoked meat, air freshener and exotic spices. Feels flabby but also dilute, with just enough verve to keep it alive. Flavors of melon and apple are round and spicy, but it's already breaking up and won't last much longer.","Dama de Toro",84,11,"Northern Spain","Toro",NA,"Michael Schachner","@wineschach","Bodegas Fariña 2010 Dama de Toro Malvasia (Toro)","Malvasia","Bodegas Fariña","1",1
"918",129762,"France","Close to the beach of Pampelonne, this is a ancient vineyard. It has produced a 2013 that is full of fruit, dense red flavors and fresh acidity. The wine is rich and lightly textured.",NA,87,18,"Provence","Côtes de Provence",NA,"Roger Voss","@vossroger","Mas de Pampelonne 2013 Rosé (Côtes de Provence)","Rosé","Mas de Pampelonne","2",1.75
"919",21451,"US","Sinewy leather, tobacco and dried herb intertwine on the thick, full-bodied palate in this unfussy red that should appeal to a broad spectrum of tastes.",NA,88,72,"California","Napa Valley","Napa","Virginie Boone","@vboone","Duckhorn 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Duckhorn","2",2
"920",22482,"US","A good, if standard, wine that will satisfy Chardophiles who like their wines lush and ripe. It's rich in honey, pineapple, Meyer lemon and peach flavors.","Special Reserve",86,38,"California","Russian River Valley","Sonoma",NA,NA,"Herzog 2011 Special Reserve Chardonnay (Russian River Valley)","Chardonnay","Herzog","1",1.5
"921",52227,"Italy","Ripe, dark-skinned berry, blue flower and Mediterranean herb aromas emerge on the nose. The palate offers toast, roasted coffee and star anise flavors, with bracing, grainy tannins that leave a tongue-drying finish.","Riserva",88,40,"Tuscany","Vino Nobile di Montepulciano",NA,"Kerin O’Keefe","@kerinokeefe","Canneto 2012 Riserva  (Vino Nobile di Montepulciano)","Red Blend","Canneto","2",2
"922",110711,"US","Last year, the winery sourced their Cab Franc grapes from Lodi. The wine was very good, but this one's even better. It shows balanced acids and tannins, with complex cherry, cola, red currant and wood spice flavors, and just a hint of sweet green pea. The alcohol is remarkably low, yet the wine is thoroughly dry.","Alegria Vineyards",90,32,"California","Russian River Valley","Sonoma",NA,NA,"Enoteca Five 2011 Alegria Vineyards Cabernet Franc (Russian River Valley)","Cabernet Franc","Enoteca Five","3",2.5
"923",101620,"France","A delicious wine whose richness is matched by great texture and big, juicy fruits. It has plenty of tannins, but they meld easily into the rich ripe fruits, leaving a wine with a structure that offers considerable potential.","Vieilles Vignes",92,18,"Southwest France","Madiran",NA,"Roger Voss","@vossroger","Château Peyros 2005 Vieilles Vignes Tannat (Madiran)","Tannat","Château Peyros","3",3
"924",43709,"Italy","This riserva opens with a textured, granular mouthfeel that is packed tight with leather, tobacco, dried berry and cola flavors. The close is fresh and menthol-driven.","Vigna Manapetra Riserva",93,58,"Tuscany","Brunello di Montalcino",NA,NA,NA,"Fattoria La Lecciaia 2006 Vigna Manapetra Riserva  (Brunello di Montalcino)","Sangiovese Grosso","Fattoria La Lecciaia","4",3.25
"925",84523,"US","A soft and even presentation, this bottling shows lush if slightly sour blackberry jam, dark chocolate, coconut shavings and vanilla on the nose. It's a very safe and down-the-middle Cab on the sip, with dark red fruit, nutmeg and vanilla framed by structural and slightly chewy tannins.","Camp 4 Vineyard",88,40,"California","Santa Ynez Valley","Central Coast","Matt Kettmann","@mattkettmann","Kitá 2014 Camp 4 Vineyard Cabernet Sauvignon (Santa Ynez Valley)","Cabernet Sauvignon","Kitá","2",2
"926",15941,"Italy","Made with no dosage, this is a blend of 70% Chardonnay and 30% Pinot Nero. Ripe apple, toasted walnut, lemon zest and bread dough flavors are backed up by crisp acidity. The refined perlage adds softness and elegance.","Dosaggiozero Riserva",90,52,"Northeastern Italy","Trento",NA,"Kerin O’Keefe","@kerinokeefe","Maso Martis 2009 Dosaggiozero Riserva Sparkling (Trento)","Sparkling Blend","Maso Martis","3",2.5
"927",121225,"New Zealand","A strong effort, this medium-bodied wine combines hints of nettle leaf with bold fruit flavors of nectarine, pineapple and grapefruit. There's creamy texture and ample concentration on the midpalate, followed by a long, silky finish.","The King's Favour Waihopai",92,18,"Marlborough",NA,NA,"Joe Czerwinski","@JoeCz","Marisco Vineyards 2015 The King's Favour Waihopai Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Marisco Vineyards","3",3
"928",71430,"France","This wine is rich and smooth, and the power of its tannins are already integrated into the complex plum and blackberry flavors. It has a solid structure, with weight and an open feel.",NA,89,13,"Bordeaux","Bordeaux",NA,"Roger Voss","@vossroger","Château Pey la Tour 2009  Bordeaux","Bordeaux-style Red Blend","Château Pey la Tour","2",2.25
"929",114128,"France","This medium-pink rosé shows some heft but is mostly about refreshment. Passion fruit and peach notes give way to citrus zest on its crisp, vibrant finish. Drink now.","Les Grains Rosé de",86,10,"France Other","Mediterranée",NA,"Joe Czerwinski","@JoeCz","Marrenon 2016 Les Grains Rosé de Merlot (Mediterranée)","Merlot","Marrenon","1",1.5
"930",10665,"France","This is a soft, rather unfocused, open-textured wine that shows apple and citrus flavors. It's ready to drink now.",NA,84,13,"Bordeaux","Bordeaux Blanc",NA,"Roger Voss","@vossroger","Château Briot 2011  Bordeaux Blanc","Bordeaux-style White Blend","Château Briot","1",1
"931",85169,"Italy","This offers intriguing aromas of chopped mint, menthol, leather, soil and spiced berry. The mint note carries over to the chewy palate, along with soothing licorice, clove and tobacco, all of which add depth to the core of juicy black cherry. Velvety tannins lend structure and polish. It's already accessible and will make wonderful imbibing over the next several years. Drink through 2025.","Bricco delle Viole Riserva",94,120,"Piedmont","Barolo",NA,"Kerin O’Keefe","@kerinokeefe","Viberti 2010 Bricco delle Viole Riserva  (Barolo)","Nebbiolo","Viberti","4",3.5
"932",127135,"Spain","Melon and papaya aromas are a bit more flat than ideal. Following the nose, this feels plump but not all that exact or firmly cut. Simple melon and nectarine flavors finish soft and easy.","Vega de la Reina",86,15,"Northern Spain","Rueda",NA,"Michael Schachner","@wineschach","Marqués de la Concordia 2015 Vega de la Reina Verdejo (Rueda)","Verdejo","Marqués de la Concordia","1",1.5
"933",26617,"France","Still very closed up, this austere wine has distinct aging potential, with its taut character, apple skin texture and hints of wood. It will need 3–4 years to show its best.","Les Chaumes",89,56,"Burgundy","Chassagne-Montrachet",NA,"Roger Voss","@vossroger","Roux Père et Fils 2009 Les Chaumes  (Chassagne-Montrachet)","Chardonnay","Roux Père et Fils","2",2.25
"934",16656,"US","An oily character of tangerine skin, peach flesh and condensed nuts meets with caramel, pinched soda and cut stone-fruit freshness on the nose of this top bottling from the Los Gatos producer. The palate shows ripe Granny Smith apple flesh, seared pears and almond oil, with a sea-salt splash on the finish.","Diana's",93,70,"California","California","California Other","Matt Kettmann","@mattkettmann","Testarossa 2013 Diana's Chardonnay (California)","Chardonnay","Testarossa","4",3.25
"935",127232,"Italy","Here's a straightforward red that opens with aromas of red berry and blue flowers. The easy-drinking palate offers wild cherry, clove and dried Mediterranean herbs alongside bright acidity and dusty tannins. Drink through 2016.",NA,87,17,"Tuscany","Morellino di Scansano",NA,"Kerin O’Keefe","@kerinokeefe","Suberli 2013  Morellino di Scansano","Red Blend","Suberli","2",1.75
"936",68461,"US","This is a big, beefy wine that smells smoky and black-cherry-like and tastes full, bold and firmly tannic. It layers smoky, meaty notes over cranberry and tart cherry flavors, with hints of dark chocolate and cardamom. It is well balanced, muscular in mouthfeel and should improve with time through 2020 at least.","Black Label Claret Diamond Collection",90,21,"California","California","California Other","Jim Gordon","@gordone_cellars","Francis Coppola 2014 Black Label Claret Diamond Collection Cabernet Sauvignon (California)","Cabernet Sauvignon","Francis Coppola","3",2.5
"937",40770,"US","Bone dry and tannic, with a sour bite of acidity. It's a pretty fierce Cab, despite some decent blackberry flavors.","Chateau d'Og",82,14,"California","Central Coast","Central Coast",NA,NA,"Mutt Lynch 2007 Chateau d'Og Cabernet Sauvignon (Central Coast)","Cabernet Sauvignon","Mutt Lynch","0",0.5
"938",78493,"US","Using grapes from both sides of the Columbia, winemaker Jonathan Oberlander has crafted a flavorful and beautifully balanced wine that mingles quince, lime, citrus rind and a hint of herb. All stainless and no malolactic fermentation—just pure fruit and clean acids.",NA,89,18,"Washington-Oregon",NA,NA,"Paul Gregutt","@paulgwine ","J. Scott Cellars 2011 Roussanne (Washington-Oregon)","Roussanne","J. Scott Cellars","2",2.25
"939",2244,"Italy","This successful riserva displays opulence and a bold, modern style that focuses on bright cherry and savory spice aromas. The wine is loaded with density and richness, and combines a ripe soft feel with a lively berries on the finish.","Riserva",94,75,"Tuscany","Brunello di Montalcino",NA,NA,NA,"Collosorbo 2006 Riserva  (Brunello di Montalcino)","Sangiovese Grosso","Collosorbo","4",3.5
"940",27737,"US","This vintage's blend is 50% Syrah, 25% Cinsault and smaller percentages of other varieties. It's an oaky, cedar-tinged, gamy red that's big in the mouth, dense and tannic with Michael David's smoky signature.",NA,87,18,"California","Lodi","Central Valley","Virginie Boone","@vboone","Incognito 2009 Red (Lodi)","Red Blend","Incognito","2",1.75
"941",52352,"Italy","You'll find aromas of elderflower, hay, crushed rock and a whiff of exotic fruit on this linear white. On the bright palate, assertive acidity underscores grapefruit, green melon, chopped herb and mineral.","Flora",88,45,"Northeastern Italy","Alto Adige",NA,"Kerin O’Keefe","@kerinokeefe","Girlan 2014 Flora Sauvignon (Alto Adige)","Sauvignon","Girlan","2",2
"942",40170,"Portugal","This wine is rich, smooth and full of black currant fruits. It has a dense texture although the acidity suggests a crisper side. It will age relatively quickly, giving a fruity wine that has layers of acidity.","Vertente",91,28,"Douro",NA,NA,"Roger Voss","@vossroger","Niepoort 2014 Vertente Red (Douro)","Portuguese Red","Niepoort","3",2.75
"943",116097,"France","97-99 Barrel sample. A tasting from several barrels, because the chateau has not made the final blend, so the rating is provisional. But the wine is so rich, with an almost perfect balance of acidity and ripeness, allied to a complete purity of honeyed botrytis. However the final wine turns out, it will be magnificent.","Barrel sample",98,NA,"Bordeaux","Barsac",NA,"Roger Voss","@vossroger","Château Climens 2009 Barrel sample  (Barsac)","Bordeaux-style White Blend","Château Climens","5",4.5
"944",83134,"US","For this excellent blend, 25% new French oak was employed. It retains its vivid apple-flavored intensity, while bringing in pretty spice and a bit of buttered toast. The barrel aging helped to soften it up a bit. As young as it is, it drinks quite well and should hold until 2020.","Three Hills Cuvée",91,40,"Oregon","Willamette Valley","Willamette Valley","Paul Gregutt","@paulgwine ","Lange 2014 Three Hills Cuvée Chardonnay (Willamette Valley)","Chardonnay","Lange","3",2.75
"945",74909,"US","100% varietal, this is a directly appealing wine. It features a nice interplay between the barrel notes of fresh brewed coffee and sweet spices (40% new French with the balance seasoned American) and the fruit flavors of cherry and herb, with a supple feel bringing it all together.",NA,90,30,"Washington","Horse Heaven Hills","Columbia Valley","Sean P. Sullivan","@wawinereport","Alder Ridge 2011 Cabernet Sauvignon (Horse Heaven Hills)","Cabernet Sauvignon","Alder Ridge","3",2.5
"946",99227,"France","This dense and solid wine comes from the eastern ends of the Entre-deux-Mers. It is full of black fruits that balance the firm, dry tannins. Juicy acidity bursts in at the end for a wine that's already delicious and will age well. Best to drink from 2017.",NA,88,10,"Bordeaux","Bordeaux",NA,"Roger Voss","@vossroger","Château Grand Marchand 2012  Bordeaux","Bordeaux-style Red Blend","Château Grand Marchand","2",2
"947",97763,"Italy","Carmione is a 50-10-40 blend of Cabernet Sauvignon, Cabernet Franc and Merlot that opens with a bright bouquet of wild spice, black fruit, prune, plum and rum cake. The wine is dense and dark with a thick, almost gritty feel in the mouth. This is a bruiser that would pair with mesquite-grilled ribeye steak.","Carmione",92,30,"Tuscany","Toscana",NA,NA,NA,"Pratesi 2006 Carmione Red (Toscana)","Red Blend","Pratesi","3",3
"948",106475,"Italy","Here's an easy, bright and lively Valpolicella that would make a great companion to bean soup with heaps of grated Parmigiano cheese on top. It's a crisp, fresh wine with an informal but inviting personality.",NA,85,NA,"Veneto","Valpolicella Classico",NA,NA,NA,"CampoReale 2008  Valpolicella Classico","Corvina, Rondinella, Molinara","CampoReale","1",1.25
"949",25467,"Macedonia","Snappy lemon, grapefruit and apples aromas lead this fresh white from Bovin. On the palate, grassy flavors with fresh white fruits are backed by a lively minerality. Clean and flavorful—a perky go-to white with food pairing potential.",NA,88,15,"Tikves",NA,NA,"Susan Kostrzewa","@suskostrzewa","Bovin 2007 Sauvignon (Tikves)","Sauvignon","Bovin","2",2
"950",64592,"Portugal","Fresh and crisp, classic dry Vinho Verde, a blend of Alvarinho and Trajadura, with citrus flavors and a tight texture. Lively and fresh.","AT",86,NA,"Vinho Verde",NA,NA,"Roger Voss","@vossroger","Borges 2009 AT White (Vinho Verde)","Portuguese White","Borges","1",1.5
"951",55458,"US","Herbal and slightly bitter, this does bring some dark fruit flavors of black cherry and cassis into play. The finish has a slightly burnt character and a hint of rubber.",NA,84,18,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Kana 2009 Tempranillo (Columbia Valley (WA))","Tempranillo","Kana","1",1
"952",80594,"US","The winery's largest vineyard, Mount Richmond encompasses 105 acres, and yet just 752 cases of the vineyard-designated version were produced in this vintage. The demanding selection process worked wonders. This is a smoky and seductive wine with aromas of incense and Asian spice. Bright, ripe cherry fruit is highlighted with a dash of dark chocolate. Subtle and elegant, this is an all-star effort from a challenging vintage.","Mount Richmond",92,60,"Oregon","Willamette Valley",NA,"Paul Gregutt","@paulgwine ","Elk Cove 2013 Mount Richmond Pinot Noir","Pinot Noir","Elk Cove","3",3
"953",14091,"Italy","Made from a very old clone of Falanghina (a grape whose history spans back to the Roman Empire), this bright and tonic wine bursts open with green notes of kiwi, lime and freshly cut grass. Those background citrus and white mineral aromas would make it perfect to pair with lightly fried calamari.",NA,87,NA,"Southern Italy","Falerno del Massico",NA,NA,NA,"Villa Matilde 2009 Falanghina (Falerno del Massico)","Falanghina","Villa Matilde","2",1.75
"954",93841,"Italy","Made with 70% Piedirosso and 30% Aglianico, this has aromas of red currant, ground pepper, cedar and a balsamic note. The palate shows blackberry jam, toasted oak and roasted coffee bean but it lacks the fruit richness needed to stand up to the overwhelming oak-driven sensations.","Ravello Rosso Riserva",87,65,"Southern Italy","Costa d'Amalfi",NA,"Kerin O’Keefe","@kerinokeefe","Marisa Cuomo 2012 Ravello Rosso Riserva Red (Costa d'Amalfi)","Red Blend","Marisa Cuomo","2",1.75
"955",62238,"France","This is a beautifully fresh wine, as crisp as possible. It is light in character while still bright with red berry fruits. The acidity and the general fruitiness give a refreshing aftertaste. These are young vines so we will see what the future brings.",NA,87,15,"Beaujolais","Beaujolais Rosé",NA,"Roger Voss","@vossroger","Domaine des Marrans 2014 Gamay (Beaujolais Rosé)","Gamay","Domaine des Marrans","2",1.75
"956",42126,"Chile","Herbal and peppery, with secondary aromas of floral raspberry. Snappy and grassy on the palate, with generic red-fruit flavors at the base. Candied and fairly weak on the finish.",NA,83,9,"Maule Valley",NA,NA,"Michael Schachner","@wineschach","Simone 2007 Carmenère (Maule Valley)","Carmenère","Simone","0",0.75
"957",120814,"US","Many vintners are now using stone and concrete vessels to craft part of their blends, but this Niven family project goes all the way by bottling their stone-aged wine solo. Light in the glass, the wine shows aromas of honeysuckle, Meyer lemon pith, Bosc pear skins and crushed limestone. The palate's grippy texture carries bright, acid-powered flavors of Granny Smith apple, nectarine and Mexican lime.","Stone Egg Paragon Vineyard",90,32,"California","Edna Valley","Central Coast","Matt Kettmann","@mattkettmann","Tangent 2015 Stone Egg Paragon Vineyard Albariño (Edna Valley)","Albariño","Tangent","3",2.5
"958",10288,"Italy","A blend of Cabernet Franc, Cabernet Sauvignon, Carmenere, Merlot and Barbera, this simple, bright red blend offers simple layers of cherry and blackberry, with background tones of black olive and cheese rind.","Vigna Santella del Gröm",88,26,"Lombardy","Curtefranca",NA,NA,NA,"Ricci Curbastro 2008 Vigna Santella del Gröm Red (Curtefranca)","Red Blend","Ricci Curbastro","2",2
"959",73546,"Argentina","Piercing on the nose, with toasty oak scents, mint and lemon along with standard blackberry and raspberry. Feels good and tight, with a structured composition and bright flavors of cherry, plum and toast. Turns chocolaty and a touch salty on the finish. A nice, stocky, lively wine.",NA,88,18,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Melipal 2009 Malbec (Mendoza)","Malbec","Melipal","2",2
"960",105592,"Spain","This rusty-colored Rioja shows funky aromas of leather mixed with hints of rose petal. A good mouthfeel with smooth tannins is suggestive of aged Burgundy or Merenzao (Trousseau), while rooty, earthy flavors of leaves and tea are interesting. Drink now.","Reserva Especial",88,45,"Northern Spain","Rioja",NA,"Michael Schachner","@wineschach","Urbina 2001 Reserva Especial  (Rioja)","Tempranillo Blend","Urbina","2",2
"961",85662,"Chile","Clear, breezey tangerine and grapefruit aromas roll out the red carpet on this crisp, citrusy SB that pours on the green fruit and scallion flavors. The palate is both round and crisp, and the finish is long and juicy. For fresh, citrusy, varietally correct Sauvignon Blanc, it's hard to do better.",NA,88,12,"Casablanca Valley",NA,NA,"Michael Schachner","@wineschach","Peñalolen 2010 Sauvignon Blanc (Casablanca Valley)","Sauvignon Blanc","Peñalolen","2",2
"962",114003,"Spain","Initially this smells closed, charred, oaky and minty more than lush and fruity, but with airing things get reversed. The palate is rich, ripped and juicy, with excellent structure. Flavors of blackberry, cassis, spice and reedy tobacco finish dry, powerful and with a strong note of licorice. Drink through 2020.","Altos de Losada",92,44,"Northern Spain","Bierzo",NA,"Michael Schachner","@wineschach","Losada 2010 Altos de Losada Mencía (Bierzo)","Mencía","Losada","3",3
"963",34293,"Greece","Violet, crushed herb and mint aromas start this Agiorgitiko. On the palate, coca, vanilla, red berry and a savory spin give it depth. Fresh and friendly but substantive, this wine can age.","Old Vines Single Vineyard",86,30,"Nemea",NA,NA,"Susan Kostrzewa","@suskostrzewa","Papaioannou 2006 Old Vines Single Vineyard Agiorgitiko (Nemea)","Agiorgitiko","Papaioannou","1",1.5
